7,0.0,国网山东省电力公司,216,323,48,孙可奇,1991-11-07,3752909.053473万人民币,国家电网公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,蒋斌,18518,15
8,0.0,泰安国泰农业装备集团有限公司,,8,7,杨学东,2014-06-13,5000.000000万人民币,杨学东,孟芬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00%,,,,,,,,,,,10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,杨学东,,
9,0.0,诸城和生食品科技有限公司,,17,,高鹏,2013-08-07,3.000000万人民币,诸城市和生食品有限公司,诸城康诚农牧发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67%,,,,,,,,,,,33.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10,0.0,秦皇岛市山海关旅游开发总公司,1,9,7,冯云,1993-02-09,10628.000000万人民币,秦皇岛市山海关区文物旅游局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5
11,0.0,山西地方铁路集团有限责任公司,1,7,8,,2003-10-21,40000万人民币,山西能源交通投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,赵石岗,,
12,0.0,山西典石股权投资管理有限公司,,3,5,罗曼丽,2011-11-28,2000万人民币,中融融达资产管理有限公司,中融联合投资管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,,,,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,牟勇,,
13,0.0,山西科技创新城投资开发有限公司,,0,7,谢承泮,2016-10-26,500000万人民币,山西省财政厅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,孙强志,,
14,1.0,山西路桥建设集团有限公司,12,144,44,杨志贵,1993-11-18,700000.000000万人民币,山西省国有资本投资运营有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,郝玉柱,62,1
15,0.0,杉杉集团有限公司,1,18,35,,2009-02-10,21600.000000万人民币,杉杉控股有限公司,伊藤忠商事株式会社,宁波甬港服装投资有限公司,伊藤忠（中国）集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.14%,,,,,,,,,,,16.90%,,,,,,,,,,,12.96%,,,,,,,,,,,3.00%,,,,,,0,郑学明,4,
16,0.0,陕旅集团延安商业运营管理有限公司,,1,4,张红权,2015-02-12,37500.000000万人民币,陕西旅游集团延安文化旅游产业投资有限公司,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17,0.0,陕西煤业化工集团陕南投资开发有限公司,4,36,4,石尚龙,2009-10-27,112000.000000万人民币,陕西煤业化工集团有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,宁兴刚,5,
18,0.0,陕西旅游集团有限公司,,45,31,任公正,未公开,30000.000000万人民币,陕西省人民政府国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,
19,0.0,陕西煤业化工集团有限责任公司,1,357,109,严广劳,2004-02-19,1000000.000000万人民币,陕西省人民政府国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,安继栓,,
20,0.0,陕西秦煤实业（集团）有限责任公司,2,56,13,,2000-11-21,20000.000000万人民币,付宣亮,付小莉,付永强,付永峰,付小铜,付小东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,,,,8.00%,,,,,,,,,,,8.00%,,,,,,,,,,,8.00%,8.00%,8.00%,,,,12,付宣亮,,
21,0.0,陕西省农垦集团有限责任公司,2,3,9,,1992-09-17,200000.000000万人民币,陕西省人民政府国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,郭剑,,
22,0.0,上海海博西郊物流有限公司,,0,,言宏伟,2009-05-12,11500万人民币,光明房地产集团股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1
23,2.0,上海城建市政工程（集团）有限公司,30,27,28,,1993-05-11,100000.000000万人民币,上海隧道工程股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,葛以衡,134,12
24,0.0,上海城投公路投资（集团）有限公司,1,91,20,黄国斌,2014-07-10,4507176.0178万人民币,上海城投（集团）有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,叶华成,17,
25,0.0,上海春秋国际旅行社（集团）有限公司,88,49,51,,1987-08-24,3496万人民币,王正华,范新德,杨素英,张秀智,沈大华,周卫红,徐国萍,孙文霞,姜伟浩,谢元宪,陈基胜,殷辉,沈文斌,杨树萍,张武安,张磊,江连生,陈根章,沈新娣,冯钧新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43%,2.29%,1.60%,1.14%,1.14%,1.14%,1.14%,1.14%,1.14%,1.14%,35.70%,0.69%,,,,,,,,,,5.72%,,,,,,,,,,,5.72%,,,,,,,,,,,5.72%,3.43%,3.43%,3.43%,3.43%,3.43%,27,王正华,,1
26,0.0,上海国际港务（集团）股份有限公司,22,130,84,严俊,1988-10-21,2317367.465万人民币,上海市国有资产监督管理委员会,上海同盛投资（集团）有限公司,CHINA MERCHANTS INTERNATIONAL TERMINALS（SHANGHAI）LIMITED,上海大盛资产有限公司,上海国有资产经营有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75%,,,,,,,,,,,23.90%,,,,,,,,,,,未公开,,,,,,,,,,,未公开,未公开,,,,,20,陈戌源,101,7
27,0.0,上海机场（集团）有限公司,27,124,37,戴晓坚,1997-06-09,1450000万人民币,上海市国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,吴建融,29,2
28,2.0,上海建工二建集团有限公司,11,58,15,,1993-06-14,60000.000000万人民币,上海建工集团股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,陈新,342,9
29,0.0,上海建工四建集团有限公司,10,67,17,,1993-06-09,60000.000000万人民币,上海建工集团股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,沈军,182,13
30,0.0,上海燃气（集团）有限公司,,203,20,崔忠毅,2004-02-12,420000万人民币,申能（集团）有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,王者洪,8,
31,0.0,上海城投（集团）有限公司,,98,50,,1992-07-21,5000000万人民币,上海市国资委,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,蒋曙杰,,38
32,0.0,上汽通用汽车有限公司,6,4709,6,王永清,1997-05-16,108300.000000万美元,上海汽车集团股份有限公司,通用汽车中国有限责任公司；通用汽车控股有限公司,通用汽车（中国）投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,47.36%,,,,,,,,,,,2.64%,,,,,,,,,,,,,,,,,55,DANIEL LUKE AMMANN,3150,27
33,0.0,上海城投航道建设有限公司,,35,,,2008-12-17,149870万人民币,上海城投（集团）有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,叶华成,1,4
34,0.0,上海临锋经济发展有限公司,,2,,易继伟,2011-07-14,20000万人民币,上海临港奉贤经济发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
35,0.0,上海申通地铁股份有限公司,2,0,7,顾诚,1992-06-12,47738.1905万人民币,国有股,社会个人股,社会法人股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.65%,,,,,,,,,,,20.29%,,,,,,,,,,,16.06%,,,,,,,,,,,,,,,,,0,俞光耀,,
36,0.0,深圳市碧云天环保科技开发有限公司,,5,3,郭红英,1998-04-27,(人民币)1280万人民币,徐少武,徐佩英,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.00%,,,,,,,,,,,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,徐慕忠,,
37,0.0,深圳市龙岗区投资控股集团有限公司,,84,51,庄儒民,1993-07-10,(人民币)20000万人民币,深圳市龙岗区人民政府,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,陶红春,,
38,0.0,神华集团有限责任公司,2,386,29,凌文,1995-10-23,3940956.1 万人民币,国务院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,张玉卓,3112,2
39,0.0,驻马店市中大商品混凝土有限公司,,0,,阙卫刚,2009-09-03,1000万人民币,阙卫刚,杨桂梅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00%,,,,,,,,,,,1.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,
40,0.0,四川路桥建设集团股份有限公司,9,657,14,,1999-12-28,361052.551000万人民币,四川公路桥梁建设集团有限公司,四川嘉陵资产经营管理有限责任公司,四川贵通建设集团有限公司,四川九寨黄龙机场建设开发有限责任公司,北京科卓通讯设备有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08%,,,,,,,,,,,0.02%,,,,,,,,,,,0.02%,,,,,,,,,,,0.02%,0.02%,,,,,44,孙云,28,
41,0.0,四川交投实业有限公司,1,37,11,罗晓勇,2013-01-30,150000.000000万人民币,四川高速公路建设开发总公司,四川省交通投资集团有限责任公司,四川成渝高速公路股份有限公司,四川藏区高速公路有限责任公司,四川省港航开发有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00%,,,,,,,,,,,40.00%,,,,,,,,,,,10.00%,,,,,,,,,,,未公开,未公开,,,,,0,罗晓勇,,
42,0.0,四川铁投城乡投资建设集团有限责任公司,2,9,26,马青云,2014-06-19,135000.000000万人民币,四川省铁路产业投资集团有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,孙云,,
43,0.0,成渝钒钛科技有限公司,,142,14,代宾,2006-09-04,138664.693600万人民币,豪御有限公司,四川省川威集团有限公司,四川省川威集团有限公司工会,张远贵,李和胜,吴文东,段诚碧,石银君,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.50%,,,,,,,,,,,38.00%,,,,,,,,,,,9.79%,,,,,,,,,,,0.45%,0.27%,未公开,未公开,未公开,,176,王劲,32,
44,0.0,宿迁市苏宿工业园区水务投资有限公司,,0,1,刘建华,2014-10-10,430万人民币,苏州宿迁工业园区管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,刘建华,,
45,5.0,太平洋建设集团有限公司,59,100,112,邹兆杰,1995-12-07,1050000.000000万人民币,严介和,严昊,严昕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.00%,,,,,,,,,,,20.00%,,,,,,,,,,,10.00%,,,,,,,,,,,,,,,,,138,严昊,,75
46,0.0,泰格林纸集团股份有限公司,3,95,16,叶蒙,1990-03-13,408394.000000万人民币,中国纸业投资有限公司,湖南省国有投资经营有限公司,中国长城资产管理公司,湖南发展集团国有资产管理有限公司,湖南经济技术投资公司,湖南省人民政府国有资产管理委员会,中国华融资产管理股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.48%,,,,,,,,,,,1.48%,,,,,,,,,,,0.73%,,,,,,,,,,,未公开,未公开,未公开,未公开,,,3,李丹,2,
47,0.0,唐山演艺集团有限公司,,0,,王俊杰,2010-04-08,1000.000000万人民币,唐山市人民政府国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,王俊杰,,
48,0.0,深圳市腾讯计算机系统有限公司,13,657,52,马化腾,1998-11-11,6500.000000万人民币,马化腾,张志东,许晨晔,陈一丹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.29%,,,,,,,,,,,22.86%,,,,,,,,,,,11.43%,,,,,,,,,,,11.43%,,,,,,871,,945,13
49,7.0,天津创业环保集团股份有限公司,6,55,26,,1993-06-08,142722.843000万人民币,境内上市内资股（A股）,境外上市外资股（H股）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.18%,,,,,,,,,,,23.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,刘玉军,20,10
50,0.0,天津大通投资集团有限公司,,57,31,李占通,1992-12-23,4548.000000万人民币,李占通,刘强,伍光宁,曾国壮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.00%,,,,,,,,,,,10.00%,,,,,,,,,,,10.00%,,,,,,,,,,,10.00%,,,,,,0,李占通,,
,PPP项目数,公司名称,分支机构,周边风险,对外投资,总经理,注册时间,注册资本,股东1,股东2,股东3,股东4,股东5,股东6,股东7,股东8,股东9,股东10,股东11,股东12,股东13,股东14,股东15,股东16,股东17,股东18,股东19,股东20,股东21,股东22,股东23,股东24,股东25,股东26,股东27,股东28,股东29,股东30,股东31,股东32,股东33,股东34,股东35,股东36,股东37,股东38,股东39,股东40,股东41,股东42,股东43,股东44,股东45,股东46,股东47,股东48,股东49,股东10持股比例,股东11持股比例,股东12持股比例,股东13持股比例,股东14持股比例,股东15持股比例,股东16持股比例,股东17持股比例,股东18持股比例,股东19持股比例,股东1持股比例,股东20持股比例,股东21持股比例,股东22持股比例,股东23持股比例,股东24持股比例,股东25持股比例,股东26持股比例,股东27持股比例,股东28持股比例,股东29持股比例,股东2持股比例,股东30持股比例,股东31持股比例,股东32持股比例,股东33持股比例,股东34持股比例,股东35持股比例,股东36持股比例,股东37持股比例,股东38持股比例,股东39持股比例,股东3持股比例,股东40持股比例,股东41持股比例,股东42持股比例,股东43持股比例,股东44持股比例,股东45持股比例,股东46持股比例,股东47持股比例,股东48持股比例,股东49持股比例,股东4持股比例,股东5持股比例,股东6持股比例,股东7持股比例,股东8持股比例,股东9持股比例,自身风险,董事长,专利,招投标项目总数
0,0.0,天津市浩物机电汽车贸易有限公司,6,36,29,颜广彤,2000-05-09,350000.000000万人民币,天津物产集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,王继存,,
1,0.0,天津市裕川热力有限公司,,6,,刘成林,2004-08-27,1500.000000万人民币,天津市裕川置业集团有限公司,天津启正投资咨询有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,,,,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,
2,0.0,上海天马有机发光显示技术有限公司,,37,,成为,2013-04-25,100000.000000万人民币,天马微电子股份有限公司,上海天马微电子有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,,,,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,陈宏良,582,
3,9.0,深圳市铁汉生态环境股份有限公司,37,15,71,陈阳春,2001-08-07,(人民币)151965.3615万人民币,无限售流通股,限售流通股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.90%,,,,,,,,,,,48.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,刘水,188,74
4,0.0,阿尔斯通（中国）投资有限公司,,23,7,,1999-01-26,6096.440000万美元,通用电气奥尔巴尼全球控股有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,魏小兵,,
5,0.0,同仁医疗产业集团有限公司,,37,9,,2003-04-28,20000 万人民币,洋浦兆合实业有限公司,南京同美口腔医院管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.50%,,,,,,,,,,,27.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,佘伟彦,,
6,0.0,张家口市万龙运动旅游有限公司,,35,3,,2003-06-20,15000.000000万人民币,罗力,梁衍萍,黄万龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.17%,,,,,,,,,,,17.69%,,,,,,,,,,,1.14%,,,,,,,,,,,,,,,,,2,罗力,,1
7,0.0,鲜八里集团（浙江）食品有限公司,19,88,,,2009-07-31,1000.000000万人民币,鲜八里集团有限公司,杨牡丹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
8,0.0,西安国际医学投资股份有限公司,,61,31,刘瑞轩,1996-12-31,197104.930200万人民币,公司股东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,曹鹤玲,,
9,0.0,咸阳市城市建设投资控股集团有限公司,,136,17,李立战,2006-04-26,73276.000000万人民币,咸阳市国有资产监督管理委员会,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,李立战,,2
10,0.0,冠城集团（香港）有限公司,,0,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
11,0.0,香港豪峰国际发展有限公司,,0,1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12,0.0,津汇（香港）有限公司,,2,1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13,0.0,湘潭市污水处理有限责任公司,1,12,2,,1999-11-12,14297.810000万人民币,湘潭电化科技股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,谭新乔,,1
14,0.0,襄阳市襄州区交通建设投资有限责任公司,,0,,韩艳虎,2016-07-15,10000.000000万人民币,襄阳市襄州区国有资产监督管理局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,赵勇,,
15,0.0,协鑫光电科技（张家港）新材料有限公司,,1,2,金健,2011-06-09,15000万美元,晶宝有限公司,力威香港投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.00%,,,,,,,,,,,25.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
16,0.0,新光控股集团有限公司,2,1079,65,,2004-03-10,366680.000000万人民币,周晓光,虞云新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,49.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,周晓光,,
17,1.0,新疆生产建设兵团建设工程（集团）有限责任公司,32,368,39,马超刚,2000-12-21,101800.000000万人民币,新疆生产建设兵团建筑工程师国有资产经营有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,马超刚,3,2
18,0.0,许昌华佗医疗事业投资管理有限公司,,0,,,2011-07-28,3000万人民币,孙海申,常朝锋,朱红丽,焦魏欣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00%,,,,,,,,,,,26.00%,,,,,,,,,,,26.00%,,,,,,,,,,,20.00%,,,,,,0,,,
19,0.0,雅戈尔集团股份有限公司,1,132,26,钱平,1993-06-25,255817.668100万人民币,社会公众股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,李寒穷,9,2
20,0.0,内蒙古伊泰集团有限公司,17,46,37,,1999-10-27,125000.000000万人民币,内蒙古伊泰投资股份有限公司,杭锦旗峰泰物流有限责任公司,鄂尔多斯市通九物资有限责任公司,内蒙古满世煤炭集团股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.64%,,,,,,,,,,,0.16%,,,,,,,,,,,0.12%,,,,,,,,,,,0.08%,,,,,,4,,3,
21,0.0,益阳市自来水有限公司,,0,3,夏晓维,1989-07-26,25000.000000万人民币,上实环境水务（深圳）有限公司,益阳市银湘国有资产经营有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00%,,,,,,,,,,,10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,聂作华,,
22,0.0,浙江浙大网新集团有限公司,2,13,23,,2001-06-06,33702.600000万人民币,浙江浙大圆正集团有限公司,杭州乾鹏科技有限公司,网新资本管理有限公司,中信科技有限公司,唐氏（中国）投资有限公司,唐氏财经（香港）有限公司,唐氏投资控股有限公司,浙江博欧特信息工程技术有限公司,浙江西格码计算机应用工程有限公司,浙江融顺投资有限公司,北京宏峰富源科技有限公司,浙江图灵计算机应用工程有限公司,丽水益华瑞诚投资管理有限公司,丽水宏高投资管理有限公司,浙江中宇科技风险投资有限公司,杭州易则通科技有限公司,北京新风世能科技有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83%,3.81%,3.50%,3.20%,3.00%,2.43%,1.34%,1.00%,,,10.68%,,,,,,,,,,,10.28%,,,,,,,,,,,10.16%,,,,,,,,,,,10.09%,9.00%,8.00%,8.00%,7.16%,4.51%,2,赵建,32,
23,0.0,慈溪市诚誉投资管理有限公司,,0,,施科峰,2013-11-04,10.000000万人民币,施科峰,陆军辉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
24,0.0,浙江寰宇能源集团有限公司,,13,6,卢淳良,2010-07-21,25000.000000万人民币,楼忠福,楼明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,,,,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,楼明,,
25,0.0,浙江中州建设集团有限公司,1,20,15,胡佳俊,1996-10-29,5180.000000万人民币,胡宾,胡佳俊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.08%,,,,,,,,,,,19.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,胡佳俊,,
